time,latitude,longitude,thetao,depth
2026-06-13 15:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-13 16:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-13 17:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-13 18:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-13 19:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-13 20:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-13 21:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-13 22:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-13 23:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-14 00:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-14 01:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-14 02:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-14 03:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-14 04:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-14 05:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-14 06:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-14 07:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-14 08:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-14 09:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-14 10:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-14 11:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-14 12:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-14 13:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-14 14:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-14 15:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-14 16:00:00+03:00,57.091568,23.291779,15.1,0.5016462
2026-06-14 17:00:00+03:00,57.091568,23.291779,15.1,0.5016462
2026-06-14 18:00:00+03:00,57.091568,23.291779,15.1,0.5016462
2026-06-14 19:00:00+03:00,57.091568,23.291779,15.2,0.5016462
2026-06-14 20:00:00+03:00,57.091568,23.291779,15.2,0.5016462
2026-06-14 21:00:00+03:00,57.091568,23.291779,15.1,0.5016462
2026-06-14 22:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-14 23:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-15 00:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-15 01:00:00+03:00,57.091568,23.291779,14.7,0.5016462
2026-06-15 02:00:00+03:00,57.091568,23.291779,14.6,0.5016462
2026-06-15 03:00:00+03:00,57.091568,23.291779,14.5,0.5016462
2026-06-15 04:00:00+03:00,57.091568,23.291779,14.5,0.5016462
2026-06-15 05:00:00+03:00,57.091568,23.291779,14.5,0.5016462
2026-06-15 06:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-15 07:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-15 08:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-15 09:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-15 10:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-15 11:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-15 12:00:00+03:00,57.091568,23.291779,14.5,0.5016462
2026-06-15 13:00:00+03:00,57.091568,23.291779,14.6,0.5016462
2026-06-15 14:00:00+03:00,57.091568,23.291779,14.6,0.5016462
2026-06-15 15:00:00+03:00,57.091568,23.291779,14.7,0.5016462
2026-06-15 16:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-15 17:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-15 18:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-15 19:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-15 20:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-15 21:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-15 22:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-15 23:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-16 00:00:00+03:00,57.091568,23.291779,14.7,0.5016462
2026-06-16 01:00:00+03:00,57.091568,23.291779,14.6,0.5016462
2026-06-16 02:00:00+03:00,57.091568,23.291779,14.6,0.5016462
2026-06-16 03:00:00+03:00,57.091568,23.291779,14.5,0.5016462
2026-06-16 04:00:00+03:00,57.091568,23.291779,14.5,0.5016462
2026-06-16 05:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 06:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-16 07:00:00+03:00,57.091568,23.291779,14.2,0.5016462
2026-06-16 08:00:00+03:00,57.091568,23.291779,14.2,0.5016462
2026-06-16 09:00:00+03:00,57.091568,23.291779,14.2,0.5016462
2026-06-16 10:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-16 11:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 12:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 13:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 14:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 15:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 16:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 17:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-16 18:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 19:00:00+03:00,57.091568,23.291779,14.4,0.5016462
2026-06-16 20:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-16 21:00:00+03:00,57.091568,23.291779,14.2,0.5016462
2026-06-16 22:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-16 23:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-17 00:00:00+03:00,57.091568,23.291779,13.8,0.5016462
2026-06-17 01:00:00+03:00,57.091568,23.291779,13.7,0.5016462
2026-06-17 02:00:00+03:00,57.091568,23.291779,13.7,0.5016462
2026-06-17 03:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 04:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 05:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 06:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 07:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 08:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 09:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 10:00:00+03:00,57.091568,23.291779,13.6,0.5016462
2026-06-17 11:00:00+03:00,57.091568,23.291779,13.7,0.5016462
2026-06-17 12:00:00+03:00,57.091568,23.291779,13.7,0.5016462
2026-06-17 13:00:00+03:00,57.091568,23.291779,13.7,0.5016462
2026-06-17 14:00:00+03:00,57.091568,23.291779,13.8,0.5016462
2026-06-17 15:00:00+03:00,57.091568,23.291779,13.9,0.5016462
2026-06-17 16:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-17 17:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-17 18:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-17 19:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-17 20:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-17 21:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-17 22:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-17 23:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-18 00:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-18 01:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-18 02:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-18 03:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-18 04:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-18 05:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-18 06:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-18 07:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-18 08:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-18 09:00:00+03:00,57.091568,23.291779,14.0,0.5016462
2026-06-18 10:00:00+03:00,57.091568,23.291779,14.1,0.5016462
2026-06-18 11:00:00+03:00,57.091568,23.291779,14.2,0.5016462
2026-06-18 12:00:00+03:00,57.091568,23.291779,14.3,0.5016462
2026-06-18 13:00:00+03:00,57.091568,23.291779,14.5,0.5016462
2026-06-18 14:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-18 15:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-18 16:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-18 17:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-18 18:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-18 19:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-18 20:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-18 21:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-18 22:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-18 23:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-19 00:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-19 01:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-19 02:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-19 03:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-19 04:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-19 05:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-19 06:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-19 07:00:00+03:00,57.091568,23.291779,14.8,0.5016462
2026-06-19 08:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-19 09:00:00+03:00,57.091568,23.291779,14.9,0.5016462
2026-06-19 10:00:00+03:00,57.091568,23.291779,15.0,0.5016462
2026-06-19 11:00:00+03:00,57.091568,23.291779,15.3,0.5016462
2026-06-19 12:00:00+03:00,57.091568,23.291779,15.5,0.5016462
2026-06-19 13:00:00+03:00,57.091568,23.291779,15.8,0.5016462
2026-06-19 14:00:00+03:00,57.091568,23.291779,16.1,0.5016462
2026-06-19 15:00:00+03:00,57.091568,23.291779,16.4,0.5016462
2026-06-19 16:00:00+03:00,57.091568,23.291779,16.6,0.5016462
2026-06-19 17:00:00+03:00,57.091568,23.291779,16.9,0.5016462
2026-06-19 18:00:00+03:00,57.091568,23.291779,17.0,0.5016462
2026-06-19 19:00:00+03:00,57.091568,23.291779,17.1,0.5016462
2026-06-19 20:00:00+03:00,57.091568,23.291779,17.1,0.5016462
2026-06-19 21:00:00+03:00,57.091568,23.291779,17.1,0.5016462
2026-06-19 22:00:00+03:00,57.091568,23.291779,17.1,0.5016462
2026-06-19 23:00:00+03:00,57.091568,23.291779,17.1,0.5016462
2026-06-20 00:00:00+03:00,57.091568,23.291779,16.9,0.5016462
2026-06-20 01:00:00+03:00,57.091568,23.291779,16.7,0.5016462
2026-06-20 02:00:00+03:00,57.091568,23.291779,16.5,0.5016462
2026-06-20 03:00:00+03:00,57.091568,23.291779,16.3,0.5016462
2026-06-20 04:00:00+03:00,57.091568,23.291779,16.1,0.5016462
2026-06-20 05:00:00+03:00,57.091568,23.291779,16.0,0.5016462
2026-06-20 06:00:00+03:00,57.091568,23.291779,15.9,0.5016462
2026-06-20 07:00:00+03:00,57.091568,23.291779,15.8,0.5016462
2026-06-20 08:00:00+03:00,57.091568,23.291779,15.9,0.5016462
2026-06-20 09:00:00+03:00,57.091568,23.291779,15.9,0.5016462
2026-06-20 10:00:00+03:00,57.091568,23.291779,16.1,0.5016462
2026-06-20 11:00:00+03:00,57.091568,23.291779,16.3,0.5016462
2026-06-20 12:00:00+03:00,57.091568,23.291779,16.5,0.5016462
2026-06-20 13:00:00+03:00,57.091568,23.291779,16.8,0.5016462
2026-06-20 14:00:00+03:00,57.091568,23.291779,17.1,0.5016462
2026-06-20 15:00:00+03:00,57.091568,23.291779,17.5,0.5016462
2026-06-20 16:00:00+03:00,57.091568,23.291779,17.7,0.5016462
2026-06-20 17:00:00+03:00,57.091568,23.291779,18.0,0.5016462
2026-06-20 18:00:00+03:00,57.091568,23.291779,18.1,0.5016462
2026-06-20 19:00:00+03:00,57.091568,23.291779,18.3,0.5016462
2026-06-20 20:00:00+03:00,57.091568,23.291779,18.4,0.5016462
2026-06-20 21:00:00+03:00,57.091568,23.291779,18.4,0.5016462
2026-06-20 22:00:00+03:00,57.091568,23.291779,18.5,0.5016462
2026-06-20 23:00:00+03:00,57.091568,23.291779,18.4,0.5016462
2026-06-21 00:00:00+03:00,57.091568,23.291779,18.2,0.5016462
2026-06-21 01:00:00+03:00,57.091568,23.291779,17.8,0.5016462
2026-06-21 02:00:00+03:00,57.091568,23.291779,17.5,0.5016462
2026-06-21 03:00:00+03:00,57.091568,23.291779,17.2,0.5016462
2026-06-21 04:00:00+03:00,57.091568,23.291779,17.0,0.5016462
2026-06-21 05:00:00+03:00,57.091568,23.291779,16.8,0.5016462
2026-06-21 06:00:00+03:00,57.091568,23.291779,16.7,0.5016462
2026-06-21 07:00:00+03:00,57.091568,23.291779,16.6,0.5016462
2026-06-21 08:00:00+03:00,57.091568,23.291779,16.7,0.5016462
2026-06-21 09:00:00+03:00,57.091568,23.291779,16.7,0.5016462
2026-06-21 10:00:00+03:00,57.091568,23.291779,16.9,0.5016462
2026-06-21 11:00:00+03:00,57.091568,23.291779,17.2,0.5016462
2026-06-21 12:00:00+03:00,57.091568,23.291779,17.5,0.5016462
2026-06-21 13:00:00+03:00,57.091568,23.291779,17.8,0.5016462
2026-06-21 14:00:00+03:00,57.091568,23.291779,18.2,0.5016462
2026-06-21 15:00:00+03:00,57.091568,23.291779,18.6,0.5016462
2026-06-21 16:00:00+03:00,57.091568,23.291779,19.0,0.5016462
2026-06-21 17:00:00+03:00,57.091568,23.291779,19.2,0.5016462
2026-06-21 18:00:00+03:00,57.091568,23.291779,19.4,0.5016462
2026-06-21 19:00:00+03:00,57.091568,23.291779,19.5,0.5016462
2026-06-21 20:00:00+03:00,57.091568,23.291779,19.6,0.5016462
2026-06-21 21:00:00+03:00,57.091568,23.291779,19.5,0.5016462
2026-06-21 22:00:00+03:00,57.091568,23.291779,19.5,0.5016462
2026-06-21 23:00:00+03:00,57.091568,23.291779,19.4,0.5016462
2026-06-22 00:00:00+03:00,57.091568,23.291779,19.2,0.5016462
2026-06-22 01:00:00+03:00,57.091568,23.291779,19.1,0.5016462
2026-06-22 02:00:00+03:00,57.091568,23.291779,18.9,0.5016462
2026-06-22 03:00:00+03:00,57.091568,23.291779,18.7,0.5016462
2026-06-22 04:00:00+03:00,57.091568,23.291779,18.5,0.5016462
2026-06-22 05:00:00+03:00,57.091568,23.291779,18.5,0.5016462
2026-06-22 06:00:00+03:00,57.091568,23.291779,18.4,0.5016462
2026-06-22 07:00:00+03:00,57.091568,23.291779,18.4,0.5016462
2026-06-22 08:00:00+03:00,57.091568,23.291779,18.3,0.5016462
2026-06-22 09:00:00+03:00,57.091568,23.291779,18.4,0.5016462
2026-06-22 10:00:00+03:00,57.091568,23.291779,18.4,0.5016462
2026-06-22 11:00:00+03:00,57.091568,23.291779,18.5,0.5016462
2026-06-22 12:00:00+03:00,57.091568,23.291779,18.5,0.5016462
2026-06-22 13:00:00+03:00,57.091568,23.291779,18.5,0.5016462
2026-06-22 14:00:00+03:00,57.091568,23.291779,18.6,0.5016462
2026-06-22 15:00:00+03:00,57.091568,23.291779,18.6,0.5016462
2026-06-22 16:00:00+03:00,57.091568,23.291779,18.7,0.5016462
2026-06-22 17:00:00+03:00,57.091568,23.291779,18.8,0.5016462
2026-06-22 18:00:00+03:00,57.091568,23.291779,18.9,0.5016462
2026-06-22 19:00:00+03:00,57.091568,23.291779,18.9,0.5016462
2026-06-22 20:00:00+03:00,57.091568,23.291779,18.9,0.5016462
2026-06-22 21:00:00+03:00,57.091568,23.291779,18.9,0.5016462
2026-06-22 22:00:00+03:00,57.091568,23.291779,19.0,0.5016462
2026-06-22 23:00:00+03:00,57.091568,23.291779,19.0,0.5016462
2026-06-23 00:00:00+03:00,57.091568,23.291779,18.9,0.5016462
2026-06-23 01:00:00+03:00,57.091568,23.291779,18.9,0.5016462
2026-06-23 02:00:00+03:00,57.091568,23.291779,18.9,0.5016462
